education_spending_percent_gdp,urbanization_rate,avg_income_usd,population_density,school_availability_index,teacher_student_ratio,internet_penetration,gender_equality_index,adult_education_programs,language_diversity,region_type,government_stability,literacy_rate_percent
2.066379924085445,37.78228389209936,44430.05375644619,,0.6106703857292572,18.25773059449869,58.22554811178375,0.9622809406787443,None,Multilingual,Developed,Low,
7.317959574368915,43.599988591375606,23188.22475394683,133.98648480601344,0.5183961530530774,44.208937207676186,46.67272896049983,0.7234554246062659,Limited,Bilingual,Developing,Medium,50.46764040875739
3.592467270721876,87.6941670859322,8788.689924269518,946.7124680765478,0.5651760816687588,34.66482644065459,44.73551174437783,0.8814515954911633,Extensive,Monolingual,Developing,High,95.11379478239053
4.772892871143695,23.898102507067065,20736.234038387953,849.9172483982746,0.624084874863416,42.25630769668329,80.97725168849577,0.8639518884116686,None,Bilingual,Developing,Medium,82.45110731818824
7.8954860663452235,33.995565075184835,32451.33656351669,461.8244943700725,0.7742859797322627,49.18302425411962,65.18487303291701,0.5120331075743271,Limited,Bilingual,Developed,High,80.04067389819767
6.593481714913311,54.64243001805074,48537.741688308,176.75792725721197,0.6467688943557426,23.796212879493567,45.936211657932354,0.5592628749340549,Extensive,Monolingual,Least Developed,Medium,76.43596608545286
2.4603814425909545,49.40342087142544,28058.115097799775,815.4822035214996,,33.895438791646356,61.41125973083849,0.788082982074539,,Bilingual,Least Developed,Medium,60.55781281889537
7.9748784249669615,83.96942020975499,9071.912740521922,593.9661402591967,0.60810614425712,49.13830037483814,78.26571769541344,0.7731908558770539,None,Multilingual,Least Developed,High,63.29726404576576
7.889892201729915,21.77099713771094,41086.56743319452,737.0587923562603,0.9107246776967743,49.93662122424064,67.37766601817987,0.9509443956371386,Limited,Bilingual,,High,70.45559207551268
5.98410840225966,37.84704280840775,9949.404787225632,949.5400284863201,0.7793710218980913,44.739987718316115,36.23903111110782,0.6522774838900216,Limited,Multilingual,Developed,High,60.64503236983023
6.500985481811096,70.6623139615026,52498.1241611875,260.37483555243927,0.6067409216941266,26.064258240341815,68.27215686102102,0.8585174498310173,None,Multilingual,Developing,High,74.97102534711259
,36.26805001411418,57615.41521326528,,0.775778120158181,49.754737992367424,56.00331380138723,0.872425526880154,None,Bilingual,Developing,Low,96.3423710962127
6.884596566392176,68.75304933165447,48123.1688375145,732.9964605136192,0.8835223410189021,46.289484081067016,80.76627400201326,0.6789066358325166,Limited,Monolingual,Least Developed,Medium,
3.3707355066498996,75.39197077581542,52873.219307163534,629.8274194945577,0.9721994086741438,48.685608980197685,87.51386954038654,0.8390566164257289,Limited,Monolingual,Developing,Medium,73.58885289656541
3.8684316638881597,81.54055143040716,20141.658912820614,66.19661207716948,0.7987712064613052,38.10688760377134,,0.9172781079371743,None,Bilingual,,Medium,55.3512041716127
6.286338628102076,41.261866171061506,10667.610363783622,410.94022138576213,0.5238446239365409,43.07364736549722,85.69083855458737,0.8291089057724268,None,Monolingual,Developing,Medium,79.69962425183233
2.342173742103423,42.029193358201894,5411.81879742291,368.81709458265505,0.6493972092489144,27.080695741229558,28.12979007966182,0.5967081371932947,Extensive,Bilingual,Developing,Low,97.88816632717061
2.270737187192888,47.65310901432975,27421.048434559136,962.5312762631559,0.9566617801781042,49.013082233664285,,0.5001809427366122,None,Monolingual,Developing,Low,79.47978127057615
7.748328959512701,69.02858482771627,53062.36341647223,463.8322524294522,0.766438735007366,24.758445683196165,23.0830279526042,0.7799222348995964,,Multilingual,Developing,High,62.663579176301056
2.460755355233152,61.72340338055567,39379.374518611105,365.4860025139878,0.8700124992064728,22.64783885565716,61.80052836201072,0.9394752978820329,Extensive,Monolingual,Least Developed,High,86.46855581350258
6.350936931843123,32.94373366335881,14043.717115890337,,0.6549175076896068,30.565709787573848,13.311320500826206,0.944100111796043,None,Multilingual,Least Developed,Medium,
2.5302922861790167,42.49186416371931,21860.373918743997,165.5689221889489,0.9081459584751974,47.550150434139155,38.20161209213596,0.980001323779798,Limited,Monolingual,Developing,Medium,63.7790205846123
3.6327644088538777,82.27392247830576,33439.10133246624,639.9792939745855,0.5272090717785765,48.58869450677355,86.35644668813164,0.9302635114465473,Extensive,Multilingual,Developing,Medium,93.22208782216214
5.2024423012919225,36.23878597109233,23816.810752200683,359.8371401627304,0.6005350649821466,36.84997977285881,,0.5469812879855309,None,Bilingual,,High,81.82128886090148
6.4211260555982665,26.690406086774804,55172.62779401247,736.4972890145574,0.7984775789144093,30.418795134227008,,0.898228660120374,Extensive,Multilingual,Developed,Low,90.31203934159444
4.141086045919734,76.94704978088943,56862.82405392944,741.7813345713402,0.563915695132595,27.71303410125493,33.76385552079368,0.8919686019931699,Limited,Monolingual,Developing,High,57.4475118159731
4.427372192000734,26.736738448099764,2644.7921606844034,553.1540047900545,0.5871264830310243,32.903204265011745,64.69334072517341,0.8336339297924162,Extensive,Monolingual,Least Developed,Low,54.13724920862055
,63.23058056472176,46336.53024511289,893.8415050275147,0.7260436939224219,29.117476672123928,93.66606572866584,,Extensive,Bilingual,Developing,High,93.32713064925127
7.110187135908757,69.51725574135773,57079.997459858445,877.6444520712049,0.5989237578487252,36.60879389393931,17.090784700396867,0.587910265871357,Extensive,Multilingual,Least Developed,High,61.470344337380595
5.950927065089951,92.06989576858737,33253.08097314235,651.3303236512487,0.9294210839664359,16.27511526856526,40.86567050868825,0.651014008672222,None,Multilingual,Least Developed,High,
2.563524932275664,83.15988367258197,4465.957804253302,548.5843273601105,0.5282764265778008,31.22674156494847,18.945484576223027,0.6798493489755661,Extensive,Monolingual,Least Developed,Medium,70.37155392432759
3.006010746784522,26.912635776746818,5088.668273163105,350.784615959228,0.9530028139919875,38.78818471882853,87.26198078544623,0.9302165088908705,None,Multilingual,Least Developed,Low,89.2141840939305
3.6269368317127544,40.68766779959421,13345.712109927905,453.2571641550138,0.8366142598396591,48.74632661102361,12.59241858702432,0.8813416443709954,Limited,Bilingual,Least Developed,Low,90.66159663951032
2.117776582809709,82.95317018534634,42089.40491400248,493.7123586632073,0.5470209933586456,19.548627762052853,22.228259247259388,0.6150596158103798,Limited,Monolingual,Developed,Low,58.12131914601045
3.5675088124386414,67.22470096395418,12126.244959104917,819.360239030139,0.5077451402176492,23.20178610587873,59.905436919477694,0.9425466969270215,Extensive,Monolingual,Developing,Medium,57.313805876426514
7.573268183668496,83.55312790308253,32504.94460707478,941.890587261412,0.8481508295421589,22.70008093857814,64.57607056509298,0.7361227941277715,Extensive,Bilingual,Least Developed,Medium,71.15747796445368
4.2623591654935495,51.10600808598329,30238.419121641382,,0.7270195463563178,44.706546577820504,59.39162183337712,0.8887739482551128,Limited,Monolingual,Least Developed,Medium,77.23285636684793
,73.28698762189973,25189.878128384396,599.7170160582323,0.7409321197389591,36.41780361030738,76.70904462121837,0.7958375409813875,Limited,Monolingual,Developed,Low,71.71208395893308
7.316612914566988,30.033932207450164,41042.5149915532,876.2026282139514,0.9472522315377039,23.484683580217833,68.65361360857538,0.8464826193547452,None,Bilingual,Developed,Medium,74.33127661224403
3.9631337284171337,54.61222706672913,22276.40000074863,797.0542797419182,0.7448912438553275,32.64113598877676,25.55067381546154,0.7042981309056766,Limited,Monolingual,Developing,High,80.48559354502277
6.757016717307689,27.06438103127506,46497.11406805079,197.29199665257877,0.808931813821024,46.52507155787593,44.893613774351024,0.6194088986945385,Extensive,Bilingual,Developed,Low,50.58867382988443
2.591178871003324,48.869835919641446,21114.29575155555,735.033274682896,0.9917436106277591,35.60331528191118,12.152272260702738,0.6022564003854777,Limited,Multilingual,Developing,High,77.38264741848378
3.193724233620445,85.11448393446237,21523.855306082172,19.41870282005969,0.7288337649485217,22.388319317976663,74.52842995992563,0.5894399886654216,Extensive,Bilingual,Least Developed,Low,59.88002167240823
2.4872747915046034,75.16352251202849,20096.43270053726,325.3124395000307,0.5039490522769834,44.99912030940773,72.55454822475522,0.8460697037795064,Extensive,Multilingual,Developing,High,89.08886472811702
6.363335455147289,26.387238824962832,39635.98253740099,394.5597303134865,0.9736136730475152,28.712235128791825,82.02421288415495,0.9579388735991541,Limited,Monolingual,,Medium,79.87739622440525
2.3441209861680976,57.05551267813457,12526.336085098766,104.23045619757178,0.7416735903178666,19.71187922016036,12.719421590832326,0.6392117182926311,Limited,Multilingual,Least Developed,,60.43095350655271
4.430689640314521,94.94387389481085,39512.41352124288,644.5304468573657,,,30.18053636035838,0.5219611651346139,,Multilingual,Developing,Low,79.42960689055204
7.236010273747656,89.30103536270632,6696.412832171919,127.3034386330755,0.8917940579405643,22.621739069698343,81.35734482399423,0.6465076797845198,None,Multilingual,Developing,Low,64.26833319066797
5.3448523876300875,24.253512134653846,35956.98248062965,497.47360421464117,0.5624983382677975,48.068136989110215,22.27230504677985,0.7164513077915455,Limited,Monolingual,Developing,High,53.624769312335964
5.464043485659834,79.69471572733676,32268.044617880387,19.20192451087769,0.5724852028134759,41.133580504923465,76.69168389473863,0.6295586623773098,Extensive,,Developing,Medium,51.27696476187343
2.5784284733783247,56.72165913326667,53997.317156379846,376.70468482472734,0.6478606116121239,,87.35874763416814,0.798704867508687,None,Multilingual,,High,97.04585712793607
3.7353576548831695,30.146412677532524,34409.70794885955,904.0691160776557,0.5365476989078612,17.304764134592144,84.42470924459548,0.8473498355508446,Extensive,Bilingual,Least Developed,High,96.52968990871014
2.977799385716681,22.446986458245885,1717.6034803187724,140.21022482648488,0.6971809441806625,40.65620032000511,83.34369766912731,0.6408052695467831,Extensive,Multilingual,Developed,Medium,69.01650652420557
4.972600388129335,,28481.130526158337,302.5845048379839,0.5787538477730318,17.115071058373513,33.67562416138327,0.7981524549387399,,Bilingual,Developing,Medium,72.3359315683089
6.487781773246461,,8240.879997732498,752.4837768749763,0.5645484586732278,31.439785458762348,58.040563357539824,0.7663572809579822,Extensive,Multilingual,Developed,Medium,56.64480903511726
3.4239110246136857,40.7052965707242,18207.049365564275,957.8457093409244,0.6618024685743004,27.9586684388737,52.20884312059906,,Extensive,Monolingual,Least Developed,Low,71.35740351473757
7.03639072248361,80.19714065964764,12868.19234902199,518.2096853576718,0.5787382765165852,,11.186157857072754,0.6411479473618007,Limited,Bilingual,Developed,High,57.15783487960698
,73.93474767193332,59948.037739613595,40.73907150475971,0.9324419552560387,33.326438034014004,14.683136444284308,0.7256085002545674,None,,Least Developed,Medium,97.74461587230479
4.745215804542069,69.44683972775805,45771.63019952578,416.66643018585427,0.8464553280214764,24.17835297351437,90.50954744783212,0.5083002777928871,None,Bilingual,Developed,Low,83.12255860815904
2.1236580090300707,27.863638668968655,6104.11486890851,106.54576418527796,0.7199806570332745,15.520121822605676,25.749795432255937,0.5107218807146688,None,Monolingual,Least Developed,High,51.790953200514444
2.8962870698158345,23.91434974121569,45665.54728175053,,0.5818582478558445,15.283490098686848,88.92556068361046,0.9287984665191666,Limited,Multilingual,Least Developed,Low,71.51865716834895
7.2252624315897425,39.609106340941466,26797.054451223954,642.8583923984451,0.6014835307336983,40.23203933171003,75.68695670669139,0.7314339030383522,Limited,Monolingual,Developed,High,59.27380598424739
4.579055029932048,48.52692319749433,49622.431333864886,694.7040585225313,0.5954543091618709,33.20878098460159,40.971524338350314,0.8773104971744217,Extensive,Multilingual,Developing,High,55.568289373881974
2.205612573111552,33.957583380386666,12063.699701429361,440.2436332063062,0.880383570051468,40.62465205945617,26.362586933948585,,None,Multilingual,Least Developed,Low,76.71887645120077
5.363714415189203,91.76379201110127,47402.91858327656,647.7166346411548,0.963329193473038,16.78776069186744,38.60815754522231,0.8244295977628691,Extensive,Multilingual,Least Developed,Medium,87.02327744673386
3.593182810842387,31.21297698011905,11506.67996938666,686.0856784444238,0.7586396509748312,,93.6518636188628,0.9424375852956621,Limited,Multilingual,Least Developed,Medium,83.40845704230507
6.053506648826248,82.36828870613726,44544.22496763579,,0.7756062525156255,37.19074176265094,29.969066282083805,0.774532385524318,Limited,Monolingual,Least Developed,Low,84.24859074388374
3.709859896441465,47.975645036701266,46636.011108984574,330.25491738742267,0.5761858902013111,47.468509515689306,84.63840554387384,0.942180991296885,,Bilingual,Developing,Low,78.81039922575715
6.213292625952811,61.77864477951054,23929.43265079895,771.3552747142126,0.6045799023694485,35.76300601697271,,,Limited,Monolingual,Developing,Medium,53.232028266733536
5.169250596527555,56.82547609104095,17040.5130142529,965.5843342099091,0.5112593989565596,27.166154199094663,15.18547721191423,0.9496006692374308,Limited,Monolingual,Least Developed,High,63.95089185283484
2.5950258187322754,58.28927905769185,32430.11196981099,815.1088271815371,0.5039412242705428,45.10072688014829,59.035350113778065,0.8188692203860054,Extensive,Bilingual,Developing,High,55.87034634957847
3.4893458806994353,22.972532544978844,25387.770028578707,484.11252956214423,0.9675806901654083,39.831250290137035,23.78914040449461,0.8907136459487219,Limited,Bilingual,,Medium,86.32510759680648
6.8917351156974025,32.89558303182875,45757.9375778315,667.8723825130485,0.8940846125075859,28.345568797767438,60.962641686692294,0.761038705252033,None,Multilingual,Least Developed,Low,71.74040952480173
5.371451660795623,65.44159065905089,55961.49234447652,821.6548363403701,0.6438438813533374,24.536913307959175,15.483820419178851,0.9365690209672856,Extensive,Multilingual,Developed,High,65.24108199110928
5.141817905677454,29.90610300964249,22769.186259833874,609.7584720112252,0.6961656760242648,29.610059120906342,80.62843667933085,0.8530991280044482,None,Monolingual,Developed,Medium,98.35715148913138
2.5872412851738193,25.76014780100787,5891.719095204269,200.79524382468156,0.6178975325938278,49.27470279149017,81.60685290428206,0.617051947955615,Limited,Monolingual,Developed,Medium,91.38718464436823
5.8979810081837165,63.73078027776803,37853.05959385257,380.94364223561064,0.8857238481501961,28.654977554959473,44.313466017764654,0.55340021244993,None,Multilingual,Developing,Medium,68.91673442407196
5.943008258029359,48.343106922604534,56581.30484170256,555.9017887299152,0.9832382733173269,19.487004396509278,76.46715811516572,0.7294632812717149,,,Developed,,
6.7066632770333126,69.06037832363825,4469.345735434466,699.6769583783176,0.521496648656921,49.32937025795954,58.193181753838225,0.768773911121372,Limited,Monolingual,Developed,Medium,60.00923732438334
4.487608992266194,49.11233095661879,22960.90588053802,767.3035547591788,0.7362357500321285,20.949812713123332,45.069645498454285,0.5729887187755935,Limited,Multilingual,Least Developed,High,54.417144991097985
6.8747508026689585,84.23535721358007,23929.285389658646,36.36438636990026,0.7515064565222702,37.95960282209865,,0.7389440715081922,None,Monolingual,Developing,High,
5.047998295856377,65.72834795303906,3906.6424978768587,569.275693264311,0.5608096777065665,23.90740537422532,69.79296738202152,0.8731115421929924,Extensive,Bilingual,Developing,Low,91.60542032454134
6.085745331463588,22.494266263789793,38317.783243712714,891.8008638516164,0.5557330935236684,39.50733038633114,16.150283100828272,0.8895419201613901,Limited,Monolingual,Least Developed,Low,77.96448615147864
3.8526847082378923,36.75819960356284,15588.83152150454,458.73989778841985,0.5734340849768942,22.968952485159964,34.68222870032545,0.7406996313961984,None,Multilingual,Developing,Medium,52.12561847867463
2.048902728018752,71.02476521356428,40625.050073440514,584.8695275646148,0.5332847703946099,17.5591704859492,,0.514216654382376,Limited,Monolingual,Developing,Low,
3.5539513877036324,30.002356933007576,23073.10636635369,767.43379459013,0.932532692260298,20.710091572298474,86.73551125917501,0.8715024479015092,,Bilingual,Least Developed,Medium,88.74248495812624
2.5251011028327985,57.56218166837657,25412.297580152404,197.26859788233372,0.9931226568047535,47.86424841939864,90.98329400256054,0.7804313869631923,Extensive,Monolingual,Least Developed,Low,83.09328373362314
3.7706392339949053,62.61398024743152,50130.135552859225,217.15799005900394,0.7863537015557822,23.678568400775465,49.886708196735604,0.8641078994165992,Limited,Monolingual,Developing,,65.94453600052609
2.0635322427387246,77.5412361127926,24376.22684518473,989.2734063050348,0.5047112453015072,24.38564332361684,89.84552204327895,0.9821276998679929,Extensive,Monolingual,Developing,High,76.45400513371186
5.444147800819836,94.22988015485305,49416.312291797294,393.6312700040911,0.79361133300451,33.80543139242347,65.10841431655702,0.9142933411468025,Limited,Monolingual,Least Developed,High,51.75798586119182
2.8400229498812135,30.536986932524236,47500.11573942283,232.10630163094618,0.571507839374432,31.96100380907254,21.975816551467368,0.5055162675299083,Limited,Multilingual,Least Developed,Low,80.73663692329119
2.266287057858658,55.4250613841149,12096.045264292192,123.73157775322069,,38.92250721804395,90.1476362734204,0.8333562872819709,None,Monolingual,Developed,Medium,87.60291317752151
5.400389503383613,57.45728692261554,57163.4163506179,548.3393211812845,0.8456831389731863,47.245213313883966,42.13400487993826,0.9992568628263472,Extensive,Bilingual,,High,76.38220841127674
6.043721779511683,27.431686033528273,16089.281034635062,252.5966908292801,0.8097926976535403,27.983570006430078,94.90184036547755,0.9147675526637501,,Bilingual,Least Developed,Low,66.87696072309467
4.783472958639754,44.97909279053123,33368.18008530658,448.827808201537,0.8927301745515521,,72.90774439276825,0.969170681431474,Extensive,Multilingual,Developing,High,55.193206421006686
3.518335238937191,91.60765118940147,3530.0680822685827,951.426098552523,0.5706283643049384,35.07611814874647,27.756995489072604,0.6536782409061919,Limited,Multilingual,Least Developed,Low,61.064818044899525
5.015795593900566,87.77444024935647,,650.9715909721498,0.9581672441855463,19.11048309962795,60.05266486112396,0.6468476708779255,Extensive,Bilingual,Least Developed,High,61.9375429740356
5.646722231302306,48.4691168564276,26914.913404505434,898.0309193342965,0.5968643958764863,46.49557056941855,50.69452016256091,0.9480648046798923,Limited,Multilingual,Developing,Low,71.49678561314064
3.8424150460318565,89.23161155388344,18971.609570800607,469.55687692282356,0.5312307134029074,25.15130276281191,51.576524955757655,,,,,Low,50.42226366294831
2.6602770902541133,46.75420728234055,38449.88387973258,894.2741590012901,0.875304002336404,37.33924811389616,94.45147244370713,0.8447421159424751,Limited,Multilingual,Least Developed,Medium,76.74928041745777
7.196867246913676,66.00972126832394,50939.2863945204,824.8463492070642,0.6820556867013672,41.46736835762884,80.41902831477688,0.9345055340347717,None,Multilingual,Developed,Medium,54.11098157410612
4.6603235341863565,84.31411470491179,4281.143855822444,344.7899610567658,0.5658679211966441,39.143165976911135,56.93408236287933,0.6247306771764597,Extensive,Monolingual,Developing,Low,72.57905492100178
7.469502304165821,33.24712550048543,20562.354289990213,686.4068335733654,0.6624938936867943,31.308434457185232,67.15810149078612,0.838614557901183,Extensive,Multilingual,Developing,Medium,88.28495123540094
7.2815623851314015,73.24443143119737,20832.44947387329,774.9425203404337,0.8161860107015624,42.8800280388856,28.201754501136044,0.7680877959207955,Limited,Bilingual,Least Developed,Low,84.83475764588462
3.9729909141240967,74.02204907010739,55112.865662882155,,0.7200389440664632,43.78855090391481,,0.920728318977715,Extensive,Monolingual,Developing,Medium,69.12622320044434
3.152821169931106,36.38783478043604,37166.81067854981,456.66305063874216,,47.822114387343724,26.78126285700406,0.96576445329262,Extensive,Monolingual,Least Developed,Low,70.4249770082937
,74.11935768543705,,752.7113877452449,0.8135136644327516,38.915180526717066,45.18845942890045,0.8003338246151968,Limited,Monolingual,Least Developed,Low,94.39148937659215
6.3716927892064295,62.430231882911976,39334.53904823405,613.8330507916368,0.6361519170509708,16.549118558706013,11.844808509010162,0.7915296022888076,Extensive,Monolingual,Developing,Low,51.624811782171506
3.732465749719032,40.07756660497216,45026.41318041077,973.2766813666268,0.618723418767744,21.10358479850993,63.9518624019983,0.9950058601528979,Extensive,Multilingual,Developed,Low,65.92605431142381
6.341598538340186,63.348444197212395,47988.818234649436,93.63141661287585,0.6539188246887564,46.79174850003251,76.90447771100708,0.6077651995148731,None,Monolingual,Developed,Low,59.78392669702013
6.190834250910309,57.78548877687407,37606.61315734126,566.1099843263798,0.7486136862463125,49.13329198884629,23.869673104046278,0.7824637326626793,Limited,Bilingual,Least Developed,Low,90.86941985470395
5.533891604127172,92.34779982549173,21029.176935685005,469.4795637314016,,,16.836478447316463,0.7225663431429439,Extensive,Bilingual,Developed,Medium,97.48238058350786
5.676826341299155,89.400161675006,30229.224112965312,93.95894964034332,0.6495868412962126,44.37511099699484,75.03222856378176,0.5628909116168951,None,Monolingual,Least Developed,Low,83.9750927242315
7.954011098261934,42.53592579400254,47203.43748668561,441.9991684442512,0.7945633351636111,20.82597996588333,11.293867825777596,0.5979327492324916,Extensive,,Developed,Low,70.04440126368448
5.3133494287415015,48.79533250504962,10885.94342693167,799.4380113478683,0.6081293531133183,28.599701107204055,62.05545516488874,0.5389553905573403,None,Multilingual,Least Developed,Medium,94.817735602308
4.616444283725839,59.96914954198218,24916.198055036104,177.60319104561606,0.9994663545667745,43.85388663068407,68.71956287800097,0.933094377752953,Limited,Monolingual,Least Developed,Low,88.9093552387314
3.4685858239960954,88.41705291278498,4197.222298594083,98.94563879563631,0.9401351103810012,48.8484856807304,14.287262649958464,0.620089819403641,None,Bilingual,Least Developed,Medium,84.64004801365945
7.605762465902792,38.55133833133031,32183.05752655342,867.595452300595,,18.337419346522093,38.503678262073905,0.9844558292456982,Extensive,Multilingual,Developed,High,70.52846002419301
7.137340852517116,52.02664486511421,29470.803950157133,759.007552156273,0.7522538327621745,17.99108531215669,52.49419429175748,0.6314709991744071,None,Monolingual,Least Developed,High,71.11395521035321
2.0846253006898783,31.580996464095684,47512.527331014004,677.2190263568021,0.593340154281336,25.25064128810483,28.705439584602473,0.5386727482089069,Extensive,Multilingual,Least Developed,Low,57.68411189506107
4.909606003260084,36.57707613347593,40719.36264069488,932.3035044177407,0.7319000293618095,43.10757696068747,92.25731403195721,0.8050244759026668,Extensive,Multilingual,Developed,High,73.90570812591866
4.6815300152462855,69.78007401111695,28081.991268291025,552.9650509297325,0.6688123093525555,29.062754345382828,23.311919743337,0.792195578561985,Limited,Multilingual,Developing,Medium,65.89697085229693
7.390927052129253,78.38906742552027,32175.637903259965,487.9111395856118,0.8528843801477082,41.69128921469834,39.59169280255753,0.7981109726386648,Limited,Bilingual,Least Developed,High,98.39445823130986
2.3077862672041487,90.91382312952696,8727.394155789227,930.7226098671366,0.5122862921855573,36.529221192697094,64.00236264664571,0.8193374352600911,None,Multilingual,Least Developed,Low,80.77774128172977
7.2623298999284085,84.96718641045388,48505.84549366674,304.817898212711,0.7752625722692938,43.79721001166901,15.537393527487037,0.6700666914112873,None,Bilingual,Developing,Medium,51.152369888612995
4.748860955667352,83.15018442390854,4644.58269212809,801.1917223643013,0.9448341367362518,34.06788254792933,33.219736745873576,0.9247332942668733,Limited,Monolingual,Least Developed,High,89.33408338480896
2.8113234297371985,70.59868802123229,19408.5809445792,503.69216163838945,0.748724098924537,16.404643326262132,56.263157283849615,0.7793644842856945,Extensive,,Least Developed,Medium,75.55314052112789
2.481193254025184,85.3555410775098,53598.58158678668,307.0340856622892,0.6917642748896344,38.348042819903235,69.6057331267892,0.8900220055625953,None,Monolingual,Developing,Low,73.22434490737669
7.575963321145423,82.59142904799407,53040.31857360404,103.66231886793175,0.9776839501300603,47.37637346018799,40.55781840300435,0.5995425430542778,Extensive,Multilingual,Developed,Medium,80.56057412979902
2.2165418876223146,33.0193512539927,15893.890220152594,,0.6537595523426573,43.326711372343325,17.12966303622629,0.9486979722024029,Limited,Bilingual,Developed,Low,76.33335801611851
6.931279419654564,43.24172326257519,57938.73422476492,140.2511918406122,0.7635247635252315,47.79097496158521,26.334345832742322,0.6264254202087469,Extensive,Monolingual,Developing,,74.16034347133467
5.617003169856897,76.58448407632649,57497.56976904856,590.020573167377,0.632777088410435,,27.947298831004776,0.5167908327053079,Limited,Monolingual,Least Developed,Low,
2.2043196771399227,63.957829305065296,57336.22564997894,940.5057758349167,0.6220863054583503,44.90564687519615,12.539374658858918,0.8081140798558208,Limited,Bilingual,Developed,Low,53.48354377793482
6.429605313529991,48.22144231665814,1912.0183375602126,848.9169031449065,0.7785656592517882,43.20008273758417,86.43642336769798,0.9652612709825257,,Bilingual,Developing,Low,71.40043156131082
2.458247499374865,22.221826249222545,27388.893890730127,853.647187321196,0.5676668457559304,30.432497203034558,74.44038175927564,0.9247270302640324,Limited,Multilingual,Developed,High,71.25161725147804
6.83039316114885,87.3224092844358,18470.70421265714,666.8924849743714,0.6748105248885743,18.709815111118925,84.30529291136821,0.975435631654483,Extensive,Multilingual,Least Developed,Low,78.20133131571393
6.567156535526404,65.17290371946247,3027.7933166249595,799.1944369920201,0.6389624446957531,36.074821359377296,43.90386888158665,0.8023894113318615,Extensive,Bilingual,Developed,High,56.62472472130888
